International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website,_year
2021-083AD,49213,OWLID000316 (SL0348) [ONEWEB 0348],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083AA,49210,OWLID000313 (SL0344) [ONEWEB 0344],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083AC,49212,OWLID000315 (SL0346) [ONEWEB 0346],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083AB,49211,OWLID000314 (SL0345) [ONEWEB 0345],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083AE,49214,OWLID000317 (SL0350) [ONEWEB 0350],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083AF,49215,OWLID000318 (SL0351) [ONEWEB 0351],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083AG,49216,OWLID000319 (SL0352) [ONEWEB 0352],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083Z,49209,OWLID000312 (SL0343) [ONEWEB 0343],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-083Y,49208,OWLID000311 (SL0342) [ONEWEB 0342],United Kingdom,9/14/2021,,Yes,ST/SG/SER.E/1020,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 22 July 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1025.,Link,2021
2021-082B,,Starlink 3096 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082C,,Starlink 3090 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082E,,Starlink 3078 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082H,,Starlink 3055 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082G,,Starlink 3084 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082F,,Starlink-3073 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082D,,Starlink 3077 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082M,,Starlink 3093 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082J,,Starlink 3058 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082Q,,Starlink 3100 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082R,,Starlink 3119 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082K,,Starlink 3057 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082P,,Starlink 3109 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082S,,Starlink 3116 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AA,,Starlink 3068 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082X,,Starlink 3102 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082Z,,Starlink 3072 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082T,,Starlink 3071 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AB,,Starlink 3060 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AE,,Starlink 3083 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AF,,Starlink 3056 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AC,,Starlink 3085 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AD,,Starlink 3051 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AG,,Starlink 3095 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AH,,Starlink 3080 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AZ,,Starlink 3103 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AK,,Starlink 3088 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AV,,Starlink 3045 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082BB,,Starlink 3043 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AX,,Starlink 3087 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AW,,Starlink 3047 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082BA,,Starlink 3086 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AY,,Starlink 3069 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AP,,Starlink 3054 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AT,,Starlink 3107 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AM,,Starlink 3052 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AN,,Starlink 3089 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AL,,Starlink 3106 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AR,,Starlink 3046 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082U,,Starlink 3048 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082BC,,Starlink 3050 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082BD,,Starlink-3059 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AJ,,Starlink 3082 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1242,[deorbited],11/7/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AS,,Starlink 3074 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1249,[deorbited],12/18/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AU,,Starlink 3091 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1302,[deorbited],5/27/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082N,,Starlink-3042 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1302,[deorbited],5/21/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082AQ,,Starlink 3101 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1290,[deorbited],4/14/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082Y,,Starlink 3081 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1290,[deorbited],4/15/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082V,,Starlink 3053 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1290,[deorbited],4/10/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-082W,,Starlink 3104 ,USA,9/14/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1290,[deorbited],4/19/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-023J,01/2021-B,M2B ,Australia,[2021-09-10],,Yes,ST/SG/SER.E/1119,ST/SG/SER.E/1040,[decayed],[2025-04-01],"Support testing of systems designed by the University of New South Wales, including decoupling, artificial intelligence and space situational awareness capabilities.",Date of launch is date of separation from M2A (2021-023C). Mentioned by New Zealand in ST/SG/SER.E/1040.,,2021
2021-080A,,ChinaSat 9B [(ZHONGXING 9B)],China,9/9/2021,,Yes,ST/SG/SER.E/1123,,in GSO,,Communications,------,,2021
[2021-081A],3572-2021-009,Cosmos 2551 ,Russian Federation,9/9/2021,,Yes,ST/SG/SER.E/1025,ST/SG/SER.E/1028,decayed,10/20/2021,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,2021
2021-079A,,Hyperspectral Observation Satellite (GF-5B) [(GAOFEN 5-02)],China,9/7/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,"Monitoring of pollutant gases, greenhouse gases and regional ambient air quality, monitoring of water environment and ecological environment, climate change research, geological and mineral resources mapping, agricultural surveys, forestry inventory, emergency management, etc.",------,,2021
2021-078A,,Dragon CRS-23 ,USA,8/29/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1031,[recovered],10/1/2021,Reusable space transportation systems,------,,2021
2021-022AQ,,ELSA D CLIENT ,Japan,8/25/2021,,Yes,ST/SG/SER.E/1073,ST/SG/SER.E/1011,in orbit,,"The End-of-Life Services by Astroscale (ELSA) programme is a spacecraft retrieval service for satellite operators. ELSA-d (a demonstration mission) is the first mission to demonstrate the core technologies necessary for debris docking and removal ELSA-d consists of two spacecraft: a servicer satellite (mass of approximately 175 kg) and a client satellite (mass of approximately 17 kg), launched together in a stack. The servicer satellite has been developed to safely remove debris objects from orbit and is equipped with proximity rendezvous technologies and a magnetic docking mechanism. The client satellite is a piece of replica debris fitted with a ferromagnetic plate that enables the docking The servicer will repeatedly release and dock with the client in a series of technical demonstrations, proving the capability to find and dock with defunct satellites and other debris. Demonstrations include client search, inspection and rendezvous, and both non-tumbling and tumbling docking manoeuvres","State of registry notes in ST/SG/SER.E/1011 that ""The client satellite will be registered as a new space object after it is released from a servicer The ELSA-d servicer satellite and the ELSA-d client satellite are separately licensed for their mission operations under the Outer Space Act 1986 of the United Kingdom of Great Britain and Northern Ireland and are controlled in the United Kingdom in accordance with the provisions of the Act"". State of registry notes in ST/SG/SER.E/1240 that ""the operation team for the ELSA-d client satellite stopped tracking the spacecraft at 2022-12-15 00:00L00 UTC as they were unable to communicate with it since 2022-06-23."" Mentioned by the Russian Federation in ST/SG/SER.E/992.",Link,2021
2021-077A,,Communications Technology Test Satellite 7 (TJS-7) [TJS 7],China,8/24/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Communications satellite,------,,2021
2021-076C,,Integration Test Satellite 02 (RSW02) [RSW 02],China,8/24/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Satellite communications,------,,2021
2021-076A,,Integration Test Satellite 01 (RSW01) [(RSW 01)],China,8/24/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Satellite communications,------,,2021
2021-076B,,Communications Technology Satellite (PAYLOAD B) ,China,8/24/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Satellite communications,------,,2021
2021-075X,49096,OWLID000276 (SL0310) [ONEWEB 0310],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075Z,49098,OWLID000278 (SL0312) [ONEWEB 0312],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075W,49095,OWLID000275 (SL0309) [ONEWEB 0309],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075S,49091,OWLID000271 (SL0302) [ONEWEB 0302],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075U,49093,OWLID000273 (SL0305) [ONEWEB 0305],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075Y,49097,OWLID000277 (SL0311) [ONEWEB 0311],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075R,49090,OWLID000270 (SL0301) [ONEWEB 0301],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075T,49092,OWLID000272 (SL0304) [ONEWEB 0304],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075V,49094,OWLID000274 (SL0308) [ONEWEB 0308],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075E,49079,OWLID000259 (SL0289) [ONEWEB 0289],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075F,49080,OWLID000260 (SL0290) [ONEWEB 0290],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075C,49077,OWLID000257 (SL0287) [ONEWEB 0287],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075D,49078,OWLID000258 (SL0288) [ONEWEB 0288],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075B,49076,OWLID000256 (SL0286) [ONEWEB 0286],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075A,,OWLID000255 (SL0285) [ONEWEB 0285],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AK,49108,OWLID000288 (SL0330) [ONEWEB 0330],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AD,49102,OWLID000282 (SL0316) [ONEWEB 0316],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AA,49099,OWLID000279 (SL0313) [ONEWEB 0313],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AH,49106,OWLID000286 (SL0323) [ONEWEB 0323],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AG,49105,OWLID000285 (SL0319) [ONEWEB 0319],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AJ,49107,OWLID000287 (SL0329) [ONEWEB 0329],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AE,49103,OWLID000283 (SL0317) [ONEWEB 0317],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AC,49101,OWLID000281 (SL0315) [ONEWEB 0315],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AB,49100,OWLID000280 (SL0314) [ONEWEB 0314],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075AF,49104,OWLID000284 (SL0318) ,United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075Q,49089,OWLID000269 (SL0300) [ONEWEB 0300],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075G,49081,OWLID000261 (SL0291) [ONEWEB 0291],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075H,49082,OWLID000262 (SL0293) [ONEWEB 0293],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075J,49083,OWLID000263 (SL0294) [ONEWEB 0294],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075K,49084,OWLID000264 (SL0295) [ONEWEB 0295],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075M,49086,OWLID000266 (SL0297) [ONEWEB 0297],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075N,49087,OWLID000267 (SL0298) [ONEWEB 0298],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075P,49088,OWLID000268 (SL0299) [ONEWEB 0299],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-075L,49085,OWLID000265 (SL0296) [ONEWEB 0296],United Kingdom,8/21/2021,,Yes,ST/SG/SER.E/1020,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 19 June 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-074A,,Tianhui 2 Group-02 Satellite-A (Tianhui 2-02A) [(TIANHUI II-02A)],China,8/18/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2021
2021-074B,,Tianhui 2 Group-02 Satellite-B (Tianhui 2-02B) [TIANHUI II-02B],China,8/18/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2021
[2021-073B],,RadCube ,Hungary,8/17/2021,,Yes,ST/SG/SER.E/1029,,[decayed],[2024-08-20],In-Orbit Demonstration (IOD) mission for space weather monitoring,TLE for epoch 21263.86471014 provided by State of registry in ST/SG/SER.E/1029.,Link,2021
